iter	Passed	Remaining
538	5501	1347
539	5512	1337
540	5522	1326
541	5532	1316
542	5543	1306
543	5555	1297
544	5567	1287
545	5580	1277
546	5590	1267
547	5599	1256
548	5609	1246
549	5618	1236
550	5627	1225
551	5636	1215
552	5646	1204
553	5657	1194
554	5667	1184
555	5677	1174
556	5686	1163
557	5695	1153
558	5704	1143
559	5713	1132
560	5724	1122
561	5735	1112
562	5746	1102
563	5760	1092
564	5770	1082
565	5779	1072
566	5789	1061
567	5800	1051
568	5811	1041
569	5821	1031
570	5830	1021
571	5841	1010
572	5850	1000
573	5861	990
574	5869	979
575	5878	969
576	5888	959
577	5897	948
578	5906	938
579	5915	928
580	5924	917
581	5934	907
582	5942	897
583	5962	888
584	5972	878
585	5982	867
586	5992	857
587	6003	847
588	6014	837
589	6023	826
590	6063	820
591	6136	818
592	6155	809
593	6198	803
594	6220	794
595	6235	784
596	6250	774
597	6263	764
598	6279	754
599	6291	744
600	6308	734
601	6331	725
602	6341	715
603	6352	704
604	6360	693
605	6368	683
606	6380	672
607	6399	663
608	6419	653
609	6434	643
610	6449	633
611	6462	622
612	6474	612
613	6486	602
614	6496	591
615	6510	581
616	6522	570
617	6533	560
618	6544	549
619	6554	539
620	6564	528
621	6575	518
622	6585	507
623	6594	496
624	6603	486
625	6614	475
626	6623	464
627	6631	454
628	6641	443
629	6651	432
630	6660	422
631	6669	411
632	6679	400
633	6691	390
634	6705	380
635	6714	369
636	6724	358
637	6734	348
638	6745	337
639	6756	327
640	6776	317
641	6785	306
642	6806	296
643	6815	285
644	6831	275
645	6844	264
646	6855	254
647	6867	243
648	6880	233
649	6892	222
650	6904	212
651	6916	201
652	6928	190
653	6938	180
654	6948	169
655	6963	159
656	6976	148
657	6986	138
658	6996	127
659	7005	116
660	7015	106
661	7024	95
662	7032	84
663	7041	74
664	7050	63
665	7059	53
666	7069	42
667	7078	31
668	7087	21
669	7097	10
670	7111	0
